assembly_accession	taxid	organism_name	infraspecific_name	file_path
GCF_000712035.1	1123233	Salinicoccus luteus DSM 17002	strain=DSM 17002	models/s/salinicoccus/Salinicoccus_luteus_DSM_17002.xml.gz
GCF_001676155.1	368603	Morganella psychrotolerans	strain=GCSL-P101	models/m/morganella/Morganella_psychrotolerans_GCSL_P101.xml.gz
GCF_000382165.1	1123054	Rheinheimera perlucida DSM 18276	strain=DSM 18276	models/r/rheinheimera/Rheinheimera_perlucida_DSM_18276.xml.gz
GCF_000374845.1	1122927	Paenibacillus terrigena DSM 21567	strain=DSM 21567	models/p/paenibacillus/Paenibacillus_terrigena_DSM_21567.xml.gz
GCF_900114265.1	369401	Flaviramulus basaltis	strain=DSM 18180	models/f/flaviramulus/Flaviramulus_basaltis_DSM_18180.xml.gz
GCF_000423405.1	1122226	Mesonia mobilis DSM 19841	strain=DSM 19841	models/m/mesonia/Mesonia_mobilis_DSM_19841.xml.gz
GCF_001975185.1	369822	Rickettsia raoultii	strain=IM16	models/r/rickettsia/Rickettsia_raoultii_IM16.xml.gz
GCF_000383795.1	882085	Saccharomonospora saliphila YIM 90502	strain=YIM 90502	models/s/saccharomonospora/Saccharomonospora_saliphila_YIM_90502.xml.gz
GCF_000145255.1	395494	Gallionella capsiferriformans ES-2	strain=ES-2	models/g/gallionella/Gallionella_capsiferriformans_ES_2.xml.gz
GCF_900108565.1	370526	Mycobacterium rutilum	strain=DSM 45405	models/m/mycobacterium/Mycobacterium_rutilum_DSM_45405.xml.gz
GCF_001463885.1	370622	Aureimonas altamirensis	strain=DSM 21988	models/a/aureimonas/Aureimonas_altamirensis_DSM_21988.xml.gz
GCF_900100885.1	370764	Microbacterium pygmaeum	strain=DSM 23142	models/m/microbacterium/Microbacterium_pygmaeum_DSM_23142.xml.gz
GCF_000426365.1	1121013	Arenimonas composti TR7-09 = DSM 18010	strain=DSM 18010	models/a/arenimonas/Arenimonas_composti_TR7_09_DSM_18010.xml.gz
GCF_002197665.1	370959	Sphingomonas mucosissima	strain=DSM 17494	models/s/sphingomonas/Sphingomonas_mucosissima_DSM_17494.xml.gz
GCF_000425465.1	1121889	Flavobacterium filum DSM 17961	strain=DSM 17961	models/f/flavobacterium/Flavobacterium_filum_DSM_17961.xml.gz
GCF_000428765.1	1121123	Brevundimonas aveniformis DSM 17977	strain=DSM 17977	models/b/brevundimonas/Brevundimonas_aveniformis_DSM_17977.xml.gz
GCF_000482465.1	1123077	Runella limosa DSM 17973	strain=DSM 17973	models/r/runella/Runella_limosa_DSM_17973.xml.gz
GCF_002128425.1	371036	Bacillus acidiceler	strain=DSM 18954	models/b/bacillus/Bacillus_acidiceler_DSM_18954.xml.gz
GCF_900176325.1	371602	Aerococcus suis	strain=DSM 21500	models/a/aerococcus/Aerococcus_suis_DSM_21500.xml.gz
GCF_000715845.1	371720	Streptomyces monomycini	strain=NRRL B-24309	models/s/streptomyces/Streptomyces_monomycini_NRRL_B_24309.xml.gz
GCF_001636295.1	1300344	Isoptericola dokdonensis DS-3	strain=DS-3	models/i/isoptericola/Isoptericola_dokdonensis_DS_3.xml.gz
GCF_000317225.1	98439	Fischerella thermalis PCC 7521	strain=PCC 7521	models/f/fischerella/Fischerella_thermalis_PCC_7521.xml.gz
GCF_001311905.1	1294024	Calditerricola satsumensis JCM 14719	strain=JCM 14719	models/c/calditerricola/Calditerricola_satsumensis_JCM_14719.xml.gz
GCF_000384235.1	1123516	Hydrogenovibrio halophilus DSM 15072	strain=DSM 15072	models/h/hydrogenovibrio/Hydrogenovibrio_halophilus_DSM_15072.xml.gz
GCF_000279995.1	1094559	Bartonella tamiae Th307	strain=Th307	models/b/bartonella/Bartonella_tamiae_Th307.xml.gz
GCF_002104335.1	1121267	Campylobacter cuniculorum DSM 23162 = LMG 24588	strain=LMG 24588	models/c/campylobacter/Campylobacter_cuniculorum_DSM_23162_LMG_24588.xml.gz
GCF_000153185.1	314283	Reinekea blandensis MED297	strain=MED297	models/r/reinekea/Reinekea_blandensis_MED297.xml.gz
GCF_000743535.1	1121014	Arenimonas donghaensis DSM 18148 = HO3-R19	strain=HO3-R19	models/a/arenimonas/Arenimonas_donghaensis_DSM_18148_HO3_R19.xml.gz
GCF_001663675.1	375175	Lactobacillus backii	strain=TMW 1.1989	models/l/lactobacillus/Lactobacillus_backii_TMW_1_1989.xml.gz
GCF_001418035.1	375574	Gulbenkiania indica	strain=DSM 17901	models/g/gulbenkiania/Gulbenkiania_indica_DSM_17901.xml.gz
GCF_000688295.1	1122614	Pseudooceanicola nanhaiensis DSM 18065	strain=DSM 18065	models/p/pseudooceanicola/Pseudooceanicola_nanhaiensis_DSM_18065.xml.gz
GCF_000020005.1	457570	Natranaerobius thermophilus JW/NM-WN-LF	strain=JW/NM-WN-LF	models/n/natranaerobius/Natranaerobius_thermophilus_JW_NM_WN_LF.xml.gz
GCF_000423025.1	1121928	Gordonia shandongensis DSM 45094	strain=DSM 45094	models/g/gordonia/Gordonia_shandongensis_DSM_45094.xml.gz
GCF_900100195.1	376427	Halomonas gudaonensis	strain=CGMCC 1.6133	models/h/halomonas/Halomonas_gudaonensis_CGMCC_1_6133.xml.gz
GCF_000427965.1	1122621	Olivibacter sitiensis DSM 17696	strain=DSM 17696	models/o/olivibacter/Olivibacter_sitiensis_DSM_17696.xml.gz
GCF_001648175.1	376489	Halotalea alkalilenta	strain=IHB B 13600	models/h/halotalea/Halotalea_alkalilenta_IHB_B_13600.xml.gz
GCF_900167065.1	1121442	Desulfovibrio bizertensis DSM 18034	strain=DSM 18034	models/d/desulfovibrio/Desulfovibrio_bizertensis_DSM_18034.xml.gz
GCF_900116365.1	376730	Zhouia amylolytica	strain=CGMCC 1.6114	models/z/zhouia/Zhouia_amylolytica_CGMCC_1_6114.xml.gz
GCF_000763905.1	376733	Paracoccus halophilus	strain=JCM 14014	models/p/paracoccus/Paracoccus_halophilus_JCM_14014.xml.gz
GCF_000374585.1	1121094	Bacteroides barnesiae DSM 18169 = JCM 13652	strain=DSM 18169	models/b/bacteroides/Bacteroides_barnesiae_DSM_18169_JCM_13652.xml.gz
GCF_000190575.1	667015	Bacteroides salanitronis DSM 18170	strain=DSM 18170	models/b/bacteroides/Bacteroides_salanitronis_DSM_18170.xml.gz
GCF_001591385.1	1321611	Variovorax soli NBRC 106424	strain=NBRC 106424	models/v/variovorax/Variovorax_soli_NBRC_106424.xml.gz
GCF_000227705.2	717605	Thermobacillus composti KWC4	strain=KWC4	models/t/thermobacillus/Thermobacillus_composti_KWC4.xml.gz
GCF_000214035.1	1000565	Methyloversatilis universalis FAM5	strain=FAM5	models/m/methyloversatilis/Methyloversatilis_universalis_FAM5.xml.gz
GCF_000192575.1	983920	Novosphingobium nitrogenifigens DSM 19370	strain=DSM 19370	models/n/novosphingobium/Novosphingobium_nitrogenifigens_DSM_19370.xml.gz
GCF_000317675.1	755178	Cyanobacterium aponinum PCC 10605	strain=PCC 10605	models/c/cyanobacterium/Cyanobacterium_aponinum_PCC_10605.xml.gz
GCF_000092385.1	749414	Streptomyces bingchenggensis BCW-1	strain=BCW-1	models/s/streptomyces/Streptomyces_bingchenggensis_BCW_1.xml.gz
GCF_000376545.2	1265309	Ruegeria mobilis F1926	strain=F1926	models/r/ruegeria/Ruegeria_mobilis_F1926.xml.gz
GCF_000582685.1	1469607	[Scytonema hofmanni] UTEX 2349	strain=UTEX 2349	models/s/scytonema/Scytonema_hofmanni_UTEX_2349.xml.gz
GCF_001297765.1	379893	Trabulsiella odontotermitis	strain=TbO2.3	models/t/trabulsiella/Trabulsiella_odontotermitis_TbO2_3.xml.gz
GCF_000381905.1	1122918	Paenibacillus fonticola DSM 21315	strain=DSM 21315	models/p/paenibacillus/Paenibacillus_fonticola_DSM_21315.xml.gz
GCF_000374125.1	1122605	Niabella aurantiaca DSM 17617	strain=DSM 17617	models/n/niabella/Niabella_aurantiaca_DSM_17617.xml.gz
GCF_000397205.1	1124983	Pseudomonas protegens CHA0	strain=CHA0	models/p/pseudomonas/Pseudomonas_protegens_CHA0.xml.gz
GCF_000378425.1	1121346	Cohnella laeviribosi DSM 21336	strain=DSM 21336	models/c/cohnella/Cohnella_laeviribosi_DSM_21336.xml.gz
GCF_900102815.1	380244	Glycomyces sambucus	strain=CGMCC 4.3147	models/g/glycomyces/Glycomyces_sambucus_CGMCC_4_3147.xml.gz
GCF_900112845.1	380248	Streptomyces alni	strain=CGMCC 4.3510	models/s/streptomyces/Streptomyces_alni_CGMCC_4_3510.xml.gz
GCF_000188015.2	764299	Streptococcus ictaluri 707-05	strain=707-05	models/s/streptococcus/Streptococcus_ictaluri_707_05.xml.gz
GCF_900112605.1	1123397	Thiohalospira halophila DSM 15071	strain=HL3	models/t/thiohalospira/Thiohalospira_halophila_DSM_15071_HL3.xml.gz
GCF_001399755.1	381306	Thiohalorhabdus denitrificans	strain=HL 19	models/t/thiohalorhabdus/Thiohalorhabdus_denitrificans_HL_19.xml.gz
GCF_000384315.1	1068980	Amycolatopsis nigrescens CSC17Ta-90	strain=CSC17Ta-90	models/a/amycolatopsis/Amycolatopsis_nigrescens_CSC17Ta_90.xml.gz
GCF_900107435.1	381665	Herbiconiux ginsengi	strain=CGMCC 4.3491	models/h/herbiconiux/Herbiconiux_ginsengi_CGMCC_4_3491.xml.gz
GCF_001312865.1	1423810	Lactobacillus thailandensis DSM 22698 = JCM 13996	strain=JCM 13996	models/l/lactobacillus/Lactobacillus_thailandensis_DSM_22698_JCM_13996.xml.gz
GCF_001311195.1	1423730	Lactobacillus camelliae DSM 22697 = JCM 13995	strain=JCM 13995	models/l/lactobacillus/Lactobacillus_camelliae_DSM_22697_JCM_13995.xml.gz
GCF_900142435.1	381751	Thermocrinis minervae	strain=DSM 19557	models/t/thermocrinis/Thermocrinis_minervae_DSM_19557.xml.gz
GCF_000733765.1	1415780	Algiphilus aromaticivorans DG1253	strain=DG1253	models/a/algiphilus/Algiphilus_aromaticivorans_DG1253.xml.gz
GCF_000155855.1	483218	[Bacteroides] pectinophilus ATCC 43243	strain=ATCC 43243	models/b/bacteroides/Bacteroides_pectinophilus_ATCC_43243.xml.gz
GCF_000421185.1	1122622	Ornithinimicrobium pekingense DSM 21552	strain=DSM 21552	models/o/ornithinimicrobium/Ornithinimicrobium_pekingense_DSM_21552.xml.gz
GCF_000429685.1	1121085	Bacillus aidingensis DSM 18341	strain=DSM 18341	models/b/bacillus/Bacillus_aidingensis_DSM_18341.xml.gz
GCF_000473205.1	999550	Pseudophaeobacter arcticus DSM 23566	strain=DSM 23566	models/p/pseudophaeobacter/Pseudophaeobacter_arcticus_DSM_23566.xml.gz
GCF_000220155.1	385682	Thermophagus xiamenensis	strain=HS1	models/t/thermophagus/Thermophagus_xiamenensis_HS1.xml.gz
GCF_900101115.1	386301	Cryobacterium psychrotolerans	strain=CGMCC 1.5382	models/c/cryobacterium/Cryobacterium_psychrotolerans_CGMCC_1_5382.xml.gz
GCF_000455445.1	1122992	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640	strain=4401737	models/p/prevotella/Prevotella_timonensis_4401737_DSM_22865_JCM_15640.xml.gz
GCF_002101885.1	386913	Mycobacterium senuense	strain=DSM 44999	models/m/mycobacterium/Mycobacterium_senuense_DSM_44999.xml.gz
GCF_000157915.1	547042	Bacteroides coprophilus DSM 18228 = JCM 13818	strain=DSM 18228	models/b/bacteroides/Bacteroides_coprophilus_DSM_18228_JCM_13818.xml.gz
GCF_900110115.1	387096	Maribius pelagius	strain=DSM 26893	models/m/maribius/Maribius_pelagius_DSM_26893.xml.gz
GCF_000307375.1	999419	Parabacteroides johnsonii CL02T12C29	strain=CL02T12C29	models/p/parabacteroides/Parabacteroides_johnsonii_CL02T12C29.xml.gz
GCF_900143075.1	388280	Cyclobacterium lianum	strain=CGMCC 1.6102	models/c/cyclobacterium/Cyclobacterium_lianum_CGMCC_1_6102.xml.gz
GCF_000158095.1	244592	Labrenzia alexandrii DFL-11	strain=DFL-11	models/l/labrenzia/Labrenzia_alexandrii_DFL_11.xml.gz
GCF_000166275.1	388413	Algoriphagus machipongonensis	strain=PR1	models/a/algoriphagus/Algoriphagus_machipongonensis_PR1.xml.gz
GCF_000341355.1	1094489	Bartonella australis Aust/NH1	strain=Aust/NH1	models/b/bartonella/Bartonella_australis_Aust_NH1.xml.gz
GCF_001611675.1	388950	Pontibacter akesuensis	strain=AKS 1T	models/p/pontibacter/Pontibacter_akesuensis_AKS_1T.xml.gz
GCF_001499655.1	389348	Candidatus Protochlamydia naegleriophila	strain=KNic	models/c/candidatus/Candidatus_Protochlamydia_naegleriophila_KNic.xml.gz
GCF_900111155.1	390241	Pedobacter rhizosphaerae	strain=DSM 18610	models/p/pedobacter/Pedobacter_rhizosphaerae_DSM_18610.xml.gz
GCF_900115105.1	390270	Loktanella tamlensis	strain=DSM 26879	models/l/loktanella/Loktanella_tamlensis_DSM_26879.xml.gz
GCF_900102915.1	390640	Salinimicrobium catena	strain=CGMCC 1.6101	models/s/salinimicrobium/Salinimicrobium_catena_CGMCC_1_6101.xml.gz
GCF_000379485.1	1123501	Wenxinia marina DSM 24838	strain=DSM 24838	models/w/wenxinia/Wenxinia_marina_DSM_24838.xml.gz
GCF_900113875.1	390807	Jannaschia pohangensis	strain=DSM 19073	models/j/jannaschia/Jannaschia_pohangensis_DSM_19073.xml.gz
GCF_000583655.1	1423743	Lactobacillus farraginis DSM 18382 = JCM 14108	strain=JCM 14108	models/l/lactobacillus/Lactobacillus_farraginis_DSM_18382_JCM_14108.xml.gz
GCF_001311355.1	1423786	Lactobacillus parafarraginis DSM 18390 = JCM 14109	strain=JCM 14109	models/l/lactobacillus/Lactobacillus_parafarraginis_DSM_18390_JCM_14109.xml.gz
GCF_000426505.1	1122607	Nisaea denitrificans DSM 18348	strain=DSM 18348	models/n/nisaea/Nisaea_denitrificans_DSM_18348.xml.gz
GCF_000325705.1	926556	Echinicola vietnamensis DSM 17526	strain=DSM 17526	models/e/echinicola/Echinicola_vietnamensis_DSM_17526.xml.gz
GCF_000720965.1	390989	Actinocatenispora sera	strain=NRRL B-24477	models/a/actinocatenispora/Actinocatenispora_sera_NRRL_B_24477.xml.gz
GCF_000423325.1	1385515	Lysobacter defluvii IMMIB APB-9 = DSM 18482	strain=DSM 18482	models/l/lysobacter/Lysobacter_defluvii_IMMIB_APB_9_DSM_18482.xml.gz
GCF_000969605.1	391953	Aquincola tertiaricarbonis	strain=MIMtkpLc11	models/a/aquincola/Aquincola_tertiaricarbonis_MIMtkpLc11.xml.gz
GCF_001552655.1	1220571	Alicyclobacillus kakegawensis NBRC 103104	strain=NBRC 103104	models/a/alicyclobacillus/Alicyclobacillus_kakegawensis_NBRC_103104.xml.gz
GCF_000702485.1	1382304	Alicyclobacillus macrosporangiidus CPP55	strain=CPP55	models/a/alicyclobacillus/Alicyclobacillus_macrosporangiidus_CPP55.xml.gz
GCF_000429525.1	1120971	Alicyclobacillus contaminans DSM 17975	strain=DSM 17975	models/a/alicyclobacillus/Alicyclobacillus_contaminans_DSM_17975.xml.gz
GCF_000820505.1	1121915	Geoalkalibacter ferrihydriticus DSM 17813	strain=DSM 17813	models/g/geoalkalibacter/Geoalkalibacter_ferrihydriticus_DSM_17813.xml.gz
GCF_000585415.1	1123268	Sphingomonas jaspsi DSM 18422	strain=DSM 18422	models/s/sphingomonas/Sphingomonas_jaspsi_DSM_18422.xml.gz
GCF_000745915.1	1121382	Deinococcus misasensis DSM 22328	strain=DSM 22328	models/d/deinococcus/Deinococcus_misasensis_DSM_22328.xml.gz
GCF_001951175.1	392416	Lactobacillus crustorum	strain=MN047	models/l/lactobacillus/Lactobacillus_crustorum_MN047.xml.gz
GCF_000156355.1	637616	Methylophaga thiooxydans DMS010	strain=DMS010	models/m/methylophaga/Methylophaga_thiooxydans_DMS010.xml.gz
GCF_001436755.1	1423725	Lactobacillus aquaticus DSM 21051	strain=DSM 21051	models/l/lactobacillus/Lactobacillus_aquaticus_DSM_21051.xml.gz
GCF_000420045.1	1122951	Perlucidibaca piscinae DSM 21586	strain=DSM 21586	models/p/perlucidibaca/Perlucidibaca_piscinae_DSM_21586.xml.gz
GCF_000265425.1	926566	Terriglobus roseus DSM 18391	strain=DSM 18391	models/t/terriglobus/Terriglobus_roseus_DSM_18391.xml.gz
GCF_900102185.1	392734	Terriglobus roseus	strain=GAS232	models/t/terriglobus/Terriglobus_roseus_GAS232.xml.gz
GCF_000373965.1	1123487	Uliginosibacterium gangwonense DSM 18521	strain=DSM 18521	models/u/uliginosibacterium/Uliginosibacterium_gangwonense_DSM_18521.xml.gz
GCF_000423105.1	1121936	Halalkalibacillus halophilus DSM 18494	strain=DSM 18494	models/h/halalkalibacillus/Halalkalibacillus_halophilus_DSM_18494.xml.gz
GCF_001552135.1	1220554	Actinomadura chibensis NBRC 106107	strain=NBRC 106107	models/a/actinomadura/Actinomadura_chibensis_NBRC_106107.xml.gz
GCF_000375405.1	1121099	Bacteroides propionicifaciens DSM 19291 = JCM 14649	strain=DSM 19291	models/b/bacteroides/Bacteroides_propionicifaciens_DSM_19291_JCM_14649.xml.gz
GCF_000220585.1	1004149	Mesoflavibacter zeaxanthinifaciens S86	strain=S86	models/m/mesoflavibacter/Mesoflavibacter_zeaxanthinifaciens_S86.xml.gz
GCF_000422365.1	1122225	Mesoflavibacter zeaxanthinifaciens DSM 18436	strain=DSM 18436	models/m/mesoflavibacter/Mesoflavibacter_zeaxanthinifaciens_DSM_18436.xml.gz
GCF_000377765.1	1121929	Gracilibacillus lacisalsi DSM 19029	strain=DSM 19029	models/g/gracilibacillus/Gracilibacillus_lacisalsi_DSM_19029.xml.gz
GCF_900115865.1	393278	Donghicola eburneus	strain=DSM 29127	models/d/donghicola/Donghicola_eburneus_DSM_29127.xml.gz
GCF_000936425.1	1385368	Skermanella aerolata KACC 11604	strain=5416T-32	models/s/skermanella/Skermanella_aerolata_KACC_11604_5416T_32.xml.gz
GCF_000153125.2	314285	Congregibacter litoralis KT71	strain=KT71	models/c/congregibacter/Congregibacter_litoralis_KT71.xml.gz
GCF_900172235.1	393663	Pseudoruegeria aquimaris	strain=CECT 7680	models/p/pseudoruegeria/Pseudoruegeria_aquimaris_CECT_7680.xml.gz
GCF_900100845.1	393762	Natronincola ferrireducens	strain=DSM 18346	models/n/natronincola/Natronincola_ferrireducens_DSM_18346.xml.gz
GCF_001866005.1	393763	Anaerobacillus alkalilacustris	strain=DSM 18345	models/a/anaerobacillus/Anaerobacillus_alkalilacustris_DSM_18345.xml.gz
GCF_900167225.1	393921	Porphyromonas crevioricanis	strain=ATCC 55563	models/p/porphyromonas/Porphyromonas_crevioricanis_ATCC_55563.xml.gz
GCF_000737315.1	394096	Hyalangium minutum	strain=DSM 14724	models/h/hyalangium/Hyalangium_minutum_DSM_14724.xml.gz
GCF_000348905.1	1235279	Bhargavaea cecembensis DSE10	strain=DSE10	models/b/bhargavaea/Bhargavaea_cecembensis_DSE10.xml.gz
GCF_000826125.2	394098	Bhargavaea cecembensis	strain=B-C2	models/b/bhargavaea/Bhargavaea_cecembensis_B_C2.xml.gz
GCF_900110575.1	394193	Amycolatopsis saalfeldensis	strain=DSM 44993	models/a/amycolatopsis/Amycolatopsis_saalfeldensis_DSM_44993.xml.gz
GCF_900116285.1	394264	Sulfitobacter marinus	strain=DSM 23422	models/s/sulfitobacter/Sulfitobacter_marinus_DSM_23422.xml.gz
GCF_000422665.1	1121880	Ferrimonas senticii DSM 18821	strain=DSM 18821	models/f/ferrimonas/Ferrimonas_senticii_DSM_18821.xml.gz
GCF_900128895.1	1123272	Sphingorhabdus marina DSM 22363	strain=DSM 22363	models/s/sphingorhabdus/Sphingorhabdus_marina_DSM_22363.xml.gz
GCF_000422825.1	1122610	Nocardioides insulae DSM 17944	strain=DSM 17944	models/n/nocardioides/Nocardioides_insulae_DSM_17944.xml.gz
GCF_000711885.1	1121283	Chromobacterium haemolyticum DSM 19808	strain=DSM 19808	models/c/chromobacterium/Chromobacterium_haemolyticum_DSM_19808.xml.gz
GCF_001735765.1	394958	Clostridium taeniosporum	strain=1/k	models/c/clostridium/Clostridium_taeniosporum_1_k.xml.gz
GCF_000423245.1	1122146	Lactobacillus ceti DSM 22408	strain=DSM 22408	models/l/lactobacillus/Lactobacillus_ceti_DSM_22408.xml.gz
GCF_001571045.1	1223517	Curtobacterium ammoniigenes NBRC 101786	strain=NBRC 101786	models/c/curtobacterium/Curtobacterium_ammoniigenes_NBRC_101786.xml.gz
GCF_000025905.1	583355	Coraliomargarita akajimensis DSM 45221	strain=DSM 45221	models/c/coraliomargarita/Coraliomargarita_akajimensis_DSM_45221.xml.gz
GCF_000706645.1	685782	Bartonella rochalimae ATCC BAA-1498	strain=ATCC BAA-1498	models/b/bartonella/Bartonella_rochalimae_ATCC_BAA_1498.xml.gz
GCF_000377745.1	1121921	Gilvimarinus chinensis DSM 19667	strain=DSM 19667	models/g/gilvimarinus/Gilvimarinus_chinensis_DSM_19667.xml.gz
GCF_900172385.1	396013	Pseudooceanicola marinus	strain=CECT 7751	models/p/pseudooceanicola/Pseudooceanicola_marinus_CECT_7751.xml.gz
GCF_000576425.1	396014	Brachybacterium phenoliresistens	strain=W13A50	models/b/brachybacterium/Brachybacterium_phenoliresistens_W13A50.xml.gz
GCF_001437055.1	396268	Lactobacillus secaliphilus	strain=DSM 17896	models/l/lactobacillus/Lactobacillus_secaliphilus_DSM_17896.xml.gz
GCF_000488275.1	1341683	Acinetobacter brisouii CIP 110357	strain=CIP 110357	models/a/acinetobacter/Acinetobacter_brisouii_CIP_110357.xml.gz
GCF_000421525.1	1120954	Aestuariimicrobium kwangyangense DSM 21549	strain=DSM 21549	models/a/aestuariimicrobium/Aestuariimicrobium_kwangyangense_DSM_21549.xml.gz
GCF_000615845.1	1423755	Lactobacillus hayakitensis DSM 18933 = JCM 14209	strain=JCM 14209	models/l/lactobacillus/Lactobacillus_hayakitensis_DSM_18933_JCM_14209.xml.gz
GCF_000711875.1	1120999	Andreprevotia chitinilytica DSM 18519	strain=DSM 18519	models/a/andreprevotia/Andreprevotia_chitinilytica_DSM_18519.xml.gz
GCF_000512205.2	1123269	Sphingomonas sanxanigenens DSM 19645 = NX02	strain=NX02	models/s/sphingomonas/Sphingomonas_sanxanigenens_DSM_19645_NX02.xml.gz
GCF_000720335.1	397278	Marmoricola aequoreus	strain=NRRL B-24464	models/m/marmoricola/Marmoricola_aequoreus_NRRL_B_24464.xml.gz
GCF_000512915.1	880074	Barnesiella viscericola DSM 18177	strain=C46, DSM 18177	models/b/barnesiella/Barnesiella_viscericola_DSM_18177_C46_DSM_18177.xml.gz
GCF_000374045.1	1123248	Segetibacter koreensis DSM 18137	strain=DSM 18137	models/s/segetibacter/Segetibacter_koreensis_DSM_18137.xml.gz
GCF_000701905.1	1410668	Proteiniclasticum ruminis DSM 24773	strain=DSM 24773	models/p/proteiniclasticum/Proteiniclasticum_ruminis_DSM_24773.xml.gz
GCF_000583695.1	1423734	Lactobacillus composti DSM 18527 = JCM 14202	strain=JCM 14202	models/l/lactobacillus/Lactobacillus_composti_DSM_18527_JCM_14202.xml.gz
GCF_000507845.1	1357400	Helicobacter macacae MIT 99-5501	strain=MIT 99-5501	models/h/helicobacter/Helicobacter_macacae_MIT_99_5501.xml.gz
GCF_002086755.1	398694	Mycobacterium shinjukuense	strain=CCUG 53584	models/m/mycobacterium/Mycobacterium_shinjukuense_CCUG_53584.xml.gz
GCF_000023465.1	655815	Zunongwangia profunda SM-A87	strain=SMA-87	models/z/zunongwangia/Zunongwangia_profunda_SM_A87_SMA_87.xml.gz
GCF_001645385.1	398843	Rhodococcus kyotonensis	strain=KB10	models/r/rhodococcus/Rhodococcus_kyotonensis_KB10.xml.gz
GCF_001435235.1	1423750	Lactobacillus ghanensis DSM 18630	strain=DSM 18630	models/l/lactobacillus/Lactobacillus_ghanensis_DSM_18630.xml.gz
GCF_001998865.1	399497	Tessaracoccus flavescens	strain=SST-39T	models/t/tessaracoccus/Tessaracoccus_flavescens_SST_39T.xml.gz
GCF_000519125.1	1121406	Desulfocurvus vexinensis DSM 17965	strain=DSM 17965	models/d/desulfocurvus/Desulfocurvus_vexinensis_DSM_17965.xml.gz
GCF_900099705.1	399736	Agrococcus jejuensis	strain=DSM 22002	models/a/agrococcus/Agrococcus_jejuensis_DSM_22002.xml.gz
